Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.1,-0.7046689406673505,-1.3966033043019923,0.603737892159415,-1.710254853329829,0.1435280172267568,-0.5372443323496578,-1.7680043009011728,0.02974293275768103,-1.8500173662320605,-0.2654172653504565,-1.7205783057015243,-1.6371479466245398,-0.30192324342994414,1.3074084986881522,-1.5047921554014176,-1.1070441415719419,0.5097328896223572,1.7908357698280226,0.30841179446999467,-0.41327810139687937,1.9050204223716802,-1.8136692775289749,1.433873836194718,-0.841562854673295,-1.4229796665702499,-1.5288310476865266,-0.7660727035922625,1.2645054364801256,91.1824635820448,0
1.1,0.5556538757047362,-0.5104098290970751,0.19097786283823126,-1.7488441001067074,-1.7615953201350694,-1.1761651487226938,0.7215998927271436,-0.2896307773223885,-0.7434113184928339,0.3422474540305549,-0.18726249451689858,-0.8009320125452706,1.1775179260899646,0.795977734918285,-1.0236139571113885,0.297694841034684,0.10078601524580577,1.5005499822937156,0.9177811577568704,-0.8482489404392539,1.9206993899703284,-1.5277368869801515,-0.3275087128590912,1.0285637182609975,-1.392061861357981,-0.044147598096777596,-1.8431709718102494,0.6728634261375808,382.52086224019376,1
2.1,1.501911247323553,-0.7450099486076129,0.7811814650946372,0.3774795084200737,0.3195808171299688,-0.1751786747943478,1.3598711220501656,1.7787243804317496,-0.10360665032142213,0.6566088218986978,-1.7573222896111211,0.8059680852176956,0.5885154181106751,1.9723837578665364,1.2876991464388596,-0.8616178716234031,-0.4568342302131567,0.6746108635367527,-1.9097482877776457,-0.15321885480093655,-1.3278064843738218,-1.5316168220730724,-1.7641823226747584,1.072931953890083,-1.482639111925263,-1.0095406652123429,-0.4362011874670917,1.4856878965051976,41.21006929886917,1
3.1,0.1977596365761496,1.53353530576605,1.2771193513429653,1.4559378787940607,-0.8863157419444114,-0.3388139311532057,-0.5649153386735009,1.536771308792868,1.830924815855965,-1.3963163768355642,-1.2951290860385187,-1.072172532721857,-1.0666556652765555,-0.06014907863457353,0.35649401492902255,-0.9490135228058483,-1.9836255864597443,-0.32421399549868823,-0.5229857084210985,0.2653648948255678,1.8123917021003813,0.7619746285439115,0.06196573228311353,0.4703709976365107,0.7048003297980054,-1.7840284271048392,1.5981320402318087,1.1198779628242912,437.3820788831038,1
4.1,-0.43048437243492543,-0.4040846707189081,-1.585851625158703,0.5371582627428362,-1.7510087135252497,-1.7306095366279006,-1.1649472582153422,-1.3507872489116104,-0.6397853910706264,-1.7896975844389322,-1.9990668723945735,-1.3949402708822882,-1.594142527909614,-0.545560311861716,-1.8979964533354172,1.4973295094952785,0.45627595115391495,-1.4057980586764343,-0.9909689737716909,-0.6104418157851939,-0.5433462418868702,-1.5086310769512203,1.3957477059384598,1.9724108868188557,-0.1360421633602651,-0.06466137433492225,-1.6564613537753377,-1.5912495330073262,171.9752832832579,0
5.1,1.315421512486242,-1.354245557894274,-1.9076171158190074,1.8039422914988084,0.11302958016849907,-1.4135898444036372,0.17268970352845736,-1.891830034311326,0.1124377637532259,1.914004970875891,1.4533001211586756,0.7847871436312075,-0.9555392110825522,-0.5332008329552846,-1.3318318618626548,1.087751633608125,0.13036958997151604,1.1162195653527087,-0.6813400198089505,-1.1078333075872595,1.24604498709438,1.9397042023635631,1.4105151949866421,1.22431433914267,1.2733317733014928,0.9594920815028565,-1.0930420398736604,0.07055489697402217,178.42570913412413,1
6.1,-1.888251698311742,-0.8823258438038808,-0.9633025469289738,0.7700877668004935,1.8260603053653512,-0.2110892889331062,1.7480848051049693,1.9521522328114407,1.8200025252853327,-0.5414564585525357,-1.1181507080150501,-1.0926166930770882,-1.213175346322731,-1.182506546895108,0.4962655897512729,1.601233351536457,1.3617421091171593,-0.08210629495384714,0.6119121713640361,1.1985749793986407,-1.6608860541984796,0.6423426008195765,1.6391085502068918,1.12921153639236,1.0005618393218336,-0.08786902162399901,-1.2859131266497057,1.1565417240811056,166.92608273244036,0
7.1,1.8866291559286332,-0.4166460197222075,-0.3944527285291941,1.7871880258595718,0.899194662536861,-1.319985360112418,-1.4918465308085427,-1.3953971984740408,1.6194083829329573,1.2260079281287846,-1.4153027650245034,1.3060419141015482,1.921223773788122,0.6290731709440798,-0.5983699513699885,0.19464017594711658,-1.4760645919621984,-1.9430282473755778,1.8835607089510575,0.5986986786953223,0.10632418839622204,1.734499220229707,-0.2647622529700575,1.4869717119576165,1.3046210072608844,-1.1558306506874048,-0.9926607545381847,-0.8281333893191243,121.02915688660894,1
8.1,-0.9625408189191593,-0.32394978898182547,-1.4757052939860666,1.640068225262226,-0.5848639041869643,-0.16735605411306542,0.33339508816739993,1.6171870981681593,-0.31748691716373934,1.6708843373706572,0.006595764480926025,0.1272998497437352,0.09402634234866536,-1.9251805283783199,-0.23950035046022666,-1.267568450911205,-1.984270072697432,1.1966818019688867,-1.3106131511462045,-0.10602827015217464,0.9007730817895117,0.225902499608853,-0.6960713958045437,0.07339485081214736,0.2217674995209875,1.137089901461902,-1.575562331580287,0.241184534335809,124.9986662005019,0
9.1,1.0890443950219533,0.030855967169282295,0.24691754662590482,1.0399725703600664,1.649952145319248,-0.22700642569024465,0.4501115373778415,0.022212523404886664,0.04864588974127759,0.7709240101929167,-0.1906168309403613,0.13314175031668363,-0.08785472787166082,1.7660045101540027,0.7968715287211432,1.5061419271223735,1.7687223532143026,-0.9616308235292372,0.2380552259908595,1.773068136053935,1.3599991335728232,-1.451462256412594,-1.5135121824632773,-0.23152764689982552,-1.7098156013740469,-1.0374449661869205,-1.7075169321093027,0.677888581239583,392.18407256940446,1
